Tweet,total_characters,count_sentences,avg_words_length,count_words,count_unique_words,num_uppercase_chars,num_lowercase_chars,num_uppercase_words,num_lowercase_words,count_punctuations,count_blanks,count_numbers,count_special_characters,coleman_liau_index,gunning_fog,ari,dale_chall_readability,smog_index,linsear_write,flesch_kincaid_grade_level,flesch_reading_ease,Class
The way #Community mixes comedy with heartfelt moments is perfect.,66,1,5.7,10,10,2,53,0,8,2,9,0,2,20.048,16,14.185,0.496,8.841846275,1.4,7,61.325,0
Abed's uncontrollable Christmas is one of the most touching episodes. #Community,80,1,6.363636364,11,11,3,64,0,9,3,10,0,3,24.27272727,18.94545455,14.71818182,0.5456,11.20814326,1.636363636,8,57.23363636,0
Watching #Community makes me wish I had a study group like this in college.,75,1,4.428571429,14,14,3,57,1,11,2,13,0,2,13.58571429,11.31428571,10.46571429,0.6944,8.841846275,0.5,3,95.93928571,0
Rewatching the series again. I love the evolution of the characters. #Community,79,2,5.666666667,12,10,3,62,1,9,3,11,0,3,17.97666667,22.4,10.0075,0.5952,11.20814326,1.833333333,2,87.945,0
"#Community is the perfect blend of comedy, drama, and a dash of the absurd.",75,1,4.428571429,14,12,1,57,0,13,4,13,0,4,13.58571429,11.31428571,10.46571429,0.6944,8.841846275,0.857142857,5,83.85357143,0
"""I'm not a security threat... and my middle name is Kurt, not fart."" - Troy. Still laughing. #Community",103,6,4.777777778,18,17,5,69,1,13,12,17,0,12,7.98,7.866666667,3.772105263,0.8928,3.1291,0.611111111,-2,114.49,0
Abed and Troy's friendship is the definition of #FriendshipGoals. #Community,76,1,6.7,10,10,5,58,0,7,4,9,0,4,25.928,20,15.924,0.496,11.20814326,1.6,5,78.245,0
Revisiting the pilot episode of #Community. The start of an amazing journey.,76,2,5.416666667,12,11,3,59,0,9,3,11,0,3,16.50666667,19.06666667,10.2225,0.5952,13.0238668,1.5,6,59.745,0
The running gags in #Community are some of the best I've seen in any show.,74,1,4,15,14,3,54,1,13,3,14,0,3,11.23466667,8.666666667,8.992,0.744,3.1291,0.866666667,-1,129.57,0
The homage to Pulp Fiction in the dinner with Andre episode is pure genius. #Community,86,1,4.8,15,15,5,65,0,10,2,14,0,2,15.93866667,19.33333333,8.696,0.744,8.841846275,1.333333333,1,112.65,0
The claymation Christmas episode is such a creative twist. #Community,69,1,6,10,10,3,55,0,7,2,9,0,2,21.812,20,12.627,0.496,8.841846275,1.3,5,78.245,0
I love how #Community can go from a simple sitcom to a complex narrative seamlessly.,84,1,4.666666667,15,14,2,66,1,13,2,14,0,2,15.15466667,14,12.132,0.744,8.841846275,0.666666667,7,73.17,0
Community college never looked so fun. #Community,49,1,6.142857143,7,7,2,39,0,5,2,6,0,2,21.13142857,25.65714286,11.94428571,0.3472,3.1291,1.714285714,6,66.78714286,0
Who else has the Greendale school song stuck in their head? #Community,70,1,4.916666667,12,12,3,54,0,9,2,11,0,2,16.03333333,11.46666667,12.045,0.5952,8.841846275,0.666666667,2,103.005,0
Annie and Jeff's chemistry is off the charts. #Community,56,1,5.333333333,9,9,3,42,0,7,3,8,0,3,17.49777778,16.93333333,9.08,0.4464,8.841846275,1,1,103.7,0
"Compassion is not about being weak, it? about being strong. #compassion",71,2,5.545454545,11,9,1,56,0,10,4,10,0,4,16.77090909,16.74545455,10.86454545,0.5456,3.1291,1.272727273,1,101.2706818,0
"One of the core values of compassion is kindness. Kindness to yourself, kindness to others, kindness to the world. #compassion",126,2,5.35,20,15,2,100,0,18,5,19,0,5,18.284,12,10.63433333,0.992,8.841846275,1,2,95.165,0
"Compassion is not about being pitying, it? about being understanding. #compassion",81,2,6.454545455,11,9,1,66,0,10,4,10,0,4,22.11636364,24.01818182,15.14636364,0.5456,8.841846275,1.818181818,4,78.19795455,0
"One of the main goals of compassion is happiness. Happiness for yourself, happiness for others, happiness for the world. #compassion",132,2,5.65,20,15,2,106,0,18,5,19,0,5,20.048,18,12.04733333,0.992,11.20814326,1.3,2,95.165,0
"One of the important aspects of compassion is mindfulness. Mindfulness for yourself, mindfulness for others, mindfulness for the world. #compassion",147,2,6.4,20,15,2,121,0,18,5,19,0,5,24.458,20,15.57983333,0.992,13.0238668,1.45,4,82.475,0
"Compassion is not about being negative, it? about being positive. #compassion",77,2,6.090909091,11,9,1,62,0,10,4,10,0,4,19.97818182,24.01818182,13.43363636,0.5456,11.20814326,1.818181818,7,55.12522727,0
"One of the valuable contributions of compassion is peace. Peace for yourself, peace for others, peace for the world. #compassion",128,2,5.45,20,15,2,102,0,18,5,19,0,5,18.872,22,11.10533333,0.992,13.0238668,1.6,3,90.935,0
"Compassion is not about being harsh, it? about being gentle. #compassion",72,2,5.636363636,11,9,1,57,0,10,4,10,0,4,17.30545455,16.74545455,11.29272727,0.5456,3.1291,1.272727273,2,93.57977273,0
"One of the necessary conditions of compassion is balance. Balance for yourself, balance for others, balance for the world. #compassion",134,2,5.75,20,15,2,108,0,18,5,19,0,5,20.636,22,12.51833333,0.992,14.55459255,1.6,4,86.705,0
"Consciousness is not a result, but a cause. It is not a matter of being affected by something, but of affecting something. It is powerful, influential, and impactful. #consciousness #cause",188,3,5.3,30,22,3,147,0,27,9,29,0,9,18.088,18.66666667,10.894,1.488,18.24360595,1.3,6,72.605,0
Happy #ConstitutionDay! It's time to celebrate the remarkable document that has guided our nation for more than two centuries.,126,2,5.684210526,19,19,4,100,0,17,4,18,0,4,20.07789474,18.53684211,19.05684211,0.9424,14.55459255,1.421052632,6,68.06618421,0
What's your favorite amendment? There's 27 to choose from! #ConstitutionDay,75,2,6.6,10,10,4,55,0,8,5,9,2,5,22.38,22,18.895,0.496,13.0238668,1.6,9,41.02,0
Did you know the U.S. Constitution is the oldest written constitution still in use? #ConstitutionFacts #ConstitutionDay,119,3,6.5,16,15,8,91,2,11,5,15,0,5,22.3825,14.63333333,13.54215686,0.7936,14.55459255,1.375,6,58.65916667,0
Let's remember the men who crafted our Constitution today. A salute to our founding fathers! #ConstitutionDay,109,2,5.875,16,15,5,85,1,13,4,15,0,4,20.5575,18.2,14.068125,0.7936,11.20814326,1.625,5,71.815,0
"A moment of silence for the liberties the Constitution safeguards. Remember, with great power comes great responsibility. #ConstitutionDay",138,2,6.722222222,18,16,5,112,1,14,4,17,0,4,25.99111111,19.15555556,16.63333333,0.8928,17.1224134,1.388888889,8,52,0
Understanding our Constitution helps us safeguard democracy. Educate yourself and others today. #ConstitutionDay,112,2,7.692307692,13,13,5,92,0,9,3,12,0,3,30.30461538,27.21538462,19.86589744,0.6448,15.90318901,2.153846154,14,5.006730769,0
Let's appreciate the wisdom and foresight of our founding fathers today. #ConstitutionDay,89,1,6.5,12,12,3,72,0,11,3,11,0,3,25.34333333,21.46666667,15.7175,0.5952,13.0238668,1.75,10,46.605,0
Today we reflect on the document that defines our nation. #ConstitutionDay,74,1,5.818181818,11,11,3,59,0,9,2,10,0,2,21.06545455,22.58181818,12.14909091,0.5456,11.20814326,1.818181818,8,57.23363636,0
Celebrate #ConstitutionDay by reading the document itself. You might be surprised what you find!,96,2,5.928571429,14,14,4,76,0,11,3,13,0,3,20.29142857,22.8,13.69428571,0.6944,13.0238668,1.571428571,7,60.74428571,0
"The Constitution is more than just a document, it's a symbol of our freedom and unity. #ConstitutionDay",103,1,5.117647059,17,16,4,79,0,15,4,16,0,4,18.08470588,18.56470588,10.80294118,0.8432,13.0238668,1.235294118,8,65.16823529,0
Take a moment today to read the Preamble. It's the mission statement for our nation. #ConstitutionDay,101,2,5.375,16,15,5,77,0,13,4,15,0,4,17.6175,18.2,9.791041667,0.7936,8.841846275,1.5,1,103.54,0
"The Constitution is a living document, changing and evolving with our society. #ConstitutionDay",95,1,6.384615385,13,13,4,76,0,10,3,12,0,3,24.89230769,20.58461538,15.51461538,0.6448,14.55459255,1.615384615,10,43.96307692,0
Here's to the 39 brave men who signed the Constitution. Their courage and vision continue to guide us. #ConstitutionDay,119,2,5.315789474,19,17,5,90,0,15,4,18,2,4,17.91157895,16.43157895,10.2445614,0.9424,11.20814326,1.210526316,5,76.97144737,0
How well do you know the Constitution? Test yourself with a quiz today! #ConstitutionDay,88,2,5.357142857,14,14,5,67,0,10,3,13,0,3,16.93142857,17.08571429,15.17571429,0.6944,13.0238668,1.214285714,7,60.74428571,0
"The Constitution isn't perfect, but it's our responsibility to strive for a ""more perfect Union."" #ConstitutionDay",114,1,6.1875,16,16,5,87,0,14,7,15,0,7,24.245,16.4,14.12764706,0.7936,13.0238668,0.8125,8,68.9825,0
Let's ensure that the principles of our Constitution are upheld in our daily lives. #ConstitutionDay,100,1,5.733333333,15,14,4,79,0,13,3,14,0,3,21.42666667,19.33333333,13.092,0.744,13.0238668,1.866666667,8,61.89,0
The Constitution guarantees our rights but also outlines our responsibilities. Let's not forget the latter. #ConstitutionDay,124,2,6.8125,16,15,5,100,0,13,4,15,0,4,26.07,15.7,16.56166667,0.7936,15.90318901,1.375,10,34.8025,0
"Today, let's remember the 27 amendments that have shaped our nation. #ConstitutionDay",85,1,6.166666667,12,12,3,65,0,10,4,11,2,4,23.38333333,21.46666667,14.1475,0.5952,11.20814326,1.666666667,8,60.705,0
The Constitution is a testament to the power of compromise. Something to remember in these divisive times. #ConstitutionDay,123,2,5.888888889,18,17,5,98,0,14,3,17,0,3,21.09111111,19.15555556,12.70833333,0.8928,13.0238668,1.5,6,70.8,0
"Our Constitution is a beacon of hope, freedom, and democracy. Let's cherish it. #ConstitutionDay",96,2,5.928571429,14,14,5,72,0,11,6,13,0,6,20.29142857,17.08571429,11.8547619,0.6944,13.0238668,1.357142857,10,36.57285714,0
"The U.S. Constitution: a shining example of a government by the people, for the people. #ConstitutionDay",104,3,5.5625,16,14,6,77,2,12,6,15,0,6,16.87,17.13333333,8.123823529,0.7936,11.20814326,1.3125,3,85.09666667,0
1. Happy World Consumer Day to all! Let's raise awareness about our rights and responsibilities. #WorldConsumerDay,114,3,6.1875,16,16,8,85,0,10,5,15,1,5,20.545,17.13333333,13.61791667,0.7936,13.0238668,1.625,7,53.37166667,0
2. A consumer is the most important visitor on our premises. They're not dependent on us. We are dependent on them. #WorldConsumerDay,133,4,5.090909091,22,19,6,99,1,18,6,21,1,6,14.36545455,16.74545455,7.531363636,1.0912,14.55459255,1.454545455,3,82.04340909,0
"3. Remember, your voice matters. If you're not satisfied with a product or service, speak up. #ConsumerRights #WorldConsumerDay",127,3,6.111111111,18,18,7,94,0,14,8,17,1,8,20.75333333,20.17777778,12.48166667,0.8928,15.90318901,1.388888889,7,55.045,0
"4. On this World Consumer Day, let's pledge to become informed consumers and make sustainable choices. #WorldConsumerDay",120,2,6.117647059,17,17,7,91,0,12,5,16,1,5,22.22352941,19.87058824,13.54215686,0.8432,13.0238668,1.529411765,7,58.86632353,0
5. The power of the consumer is more than just buying products. It's about making informed decisions. #WorldConsumerDay,119,3,5.666666667,18,18,5,91,0,15,5,17,1,5,18.14,15.73333333,10.38833333,0.8928,11.20814326,1.166666667,2,92.645,0
"6. Today, we celebrate consumer protection and its importance in improving lives worldwide. #WorldConsumerDay",109,2,6.857142857,14,14,4,87,0,11,4,13,1,4,25.75142857,25.65714286,16.22833333,0.6944,13.0238668,1.857142857,7,54.70142857,0
7. The best way to celebrate #WorldConsumerDay? Educate yourself on your rights and responsibilities as a consumer.,115,3,5.823529412,17,17,5,89,0,13,4,16,1,4,18.75294118,18.7372549,13.85058824,0.8432,15.90318901,1.588235294,7,51.78921569,0
8. Knowledge is power. Knowing your consumer rights is the first step towards a fair marketplace. #WorldConsumerDay,115,3,5.823529412,17,16,5,89,0,13,4,16,1,4,18.75294118,14.03137255,10.89441176,0.8432,11.20814326,1.058823529,5,71.69509804,0
"9. Let's strive for a marketplace where ethics, fairness, and transparency are the norm, not the exception. #WorldConsumerDay",125,2,6,18,17,4,96,0,16,7,17,1,7,21.74444444,14.71111111,13.23166667,0.8928,13.0238668,1.166666667,4,84.9,0
"10. This World Consumer Day, let's remember that every purchase is a vote for the world we want to live in. #WorldConsumerDay",125,2,4.727272727,22,22,7,90,0,17,5,21,2,5,14.91818182,13.49090909,8.141666667,1.0912,11.20814326,1.045454545,2,103.3790909,0
"11. Remember, being a consumer is not just about consumption, it's about contribution too. #WorldConsumerDay",108,2,6.266666667,15,14,4,82,0,13,6,14,2,6,22.58933333,21.66666667,13.726,0.744,14.55459255,1.666666667,8,52.5825,0
12. Let's use our power as consumers to drive positive change in society. #WorldConsumerDay,91,2,5.571428571,14,14,4,68,0,12,4,13,2,4,18.19142857,14.22857143,10.17261905,0.6944,13.0238668,1.5,4,78.87285714,0
13. We have the right to safe products. We have the right to be informed. We have the right to choose. #WorldConsumerDay,120,4,4.5,22,12,6,86,0,17,5,21,2,5,10.89090909,7.654545455,4.748181818,1.0912,8.841846275,0.681818182,-3,124.3434091,0
"14. Happy #WorldConsumerDay! Let's ensure we don't just consume, but also conserve and care.",92,3,5.642857143,14,14,5,65,0,12,7,13,2,7,16.49714286,13.2952381,12.01214286,0.6944,11.20814326,0.928571429,5,69.15547619,0
"15. Today, we celebrate you, the consumer, for driving economies and shaping industries. #WorldConsumerDay",106,2,6.642857143,14,14,4,81,0,11,6,13,2,6,24.49142857,22.8,15.21904762,0.6944,14.55459255,1.642857143,7,54.70142857,0
"16. Consumers are not just buyers, they're influencers, creators, and innovators. #WorldConsumerDay",99,2,7.333333333,12,12,4,75,0,10,7,11,2,7,27.77666667,25.73333333,17.8575,0.5952,13.0238668,2.083333333,8,45.645,0
17. Never underestimate your power as a consumer. Your choices shape markets and societies. #WorldConsumerDay,109,3,6.333333333,15,15,5,84,0,11,4,14,2,4,21.008,20.66666667,12.787,0.744,14.55459255,1.333333333,8,43.84,0
"18. Let's use #WorldConsumerDay as an opportunity to make wiser, more sustainable purchasing decisions.",103,2,6.428571429,14,14,4,79,0,12,5,13,2,5,23.23142857,17.08571429,15.71285714,0.6944,14.55459255,1.428571429,9,42.61571429,0
19. Your consumer rights include the right to be heard. Don't be afraid to voice your concerns or complaints. #WorldConsumerDay,127,3,5.4,20,18,5,96,0,17,5,19,2,5,17.098,18.66666667,9.5655,0.992,8.841846275,1.2,1,98.54833333,0
"20. It's World Consumer Day! Let's work together to ensure a fair, safe, and sustainable marketplace for all. #WorldConsumerDay",127,3,5.736842105,19,19,8,91,0,14,8,18,2,8,18.82947368,15.16491228,12.2277193,0.9424,13.0238668,1.210526316,4,75.73298246,0
21. Happy World Consumer Day! Let's not just consume but contribute to a better world. #WorldConsumerDay,104,3,5.5625,16,16,8,74,0,10,5,15,2,5,16.87,12.13333333,10.67416667,0.7936,11.20814326,1,4,74.52166667,0
"22. As consumers, we have the power to drive change with every product we choose to buy. #WorldConsumerDay",106,2,4.944444444,18,16,4,79,0,15,4,17,2,4,15.53777778,12.48888889,8.26,0.8928,13.0238668,1.055555556,1,103.7,0
"23. This World Consumer Day, let's pledge to be more mindful of our consumption patterns. #WorldConsumerDay",107,2,5.75,16,16,7,78,0,11,5,15,2,5,19.8225,10.7,11.55729167,0.7936,8.841846275,1.0625,3,87.6775,0
"24. On #WorldConsumerDay, let's remember that every dollar spent is a vote for the world we want.",97,2,4.764705882,17,17,4,70,0,15,5,16,2,5,14.26823529,10.45882353,8.863529412,0.8432,11.20814326,0.705882353,1,103.6545588,0
1. Happy #NationalConsumersDay! A day to remember the rights and responsibilities of consumers. Let's stand up for our rights as consumers!,139,4,5.666666667,21,20,6,106,1,17,6,20,1,6,17.48190476,11.62380952,12.34857143,1.0416,14.55459255,1.238095238,4,72.59196429,0
"2. Knowledge is power. As consumers, it's important to be informed about the products and services we use. #NationalConsumersDay",128,3,5.789473684,19,19,5,98,0,16,6,18,1,6,19.13894737,17.27017544,11.18815789,0.9424,14.55459255,1.473684211,6,62.37508772,0
"3. On this #NationalConsumersDay, let's pledge to be more conscious, informed and responsible in our buying decisions.",118,2,6,17,17,4,91,0,15,6,16,1,6,21.53176471,17.51764706,14.68176471,0.8432,14.55459255,1.411764706,6,68.81926471,0
"4. #NationalConsumersDay reminds us that we have the right to safety, the right to be informed, the right to choose, and the right to be heard.",143,2,4.538461538,26,16,3,108,0,24,6,25,1,6,14.26307692,11.35384615,10.43153846,1.2896,11.20814326,0.846153846,2,102.5323077,0
"5. The customer is always right! This #NationalConsumersDay, remember your rights and let your voice be heard.",110,3,5.529411765,17,16,5,83,0,13,5,16,1,5,17.02352941,18.7372549,12.46529412,0.8432,8.841846275,1.352941176,3,81.64803922,0
6. Celebrating #NationalConsumersDay by acknowledging the power and importance of consumer rights in creating fair markets.,123,2,6.75,16,16,4,100,0,13,3,15,1,3,25.7025,18.2,17.895,0.7936,13.0238668,1.375,7,61.24,0
7. Happy #NationalConsumersDay! Let's remember that with rights come responsibilities. We must make informed and ethical buying decisions.,138,4,6.722222222,18,18,6,108,0,14,6,17,1,6,22.70222222,17.35555556,16.37166667,0.8928,13.0238668,1.333333333,6,61.2675,0
"8. #NationalConsumersDay is a great reminder to always read the fine print. Stay informed, stay safe!",101,3,5.375,16,16,4,76,0,13,5,15,1,5,15.7675,12.13333333,9.791041667,0.7936,8.841846275,0.9375,3,79.80916667,0
"9. Today on #NationalConsumersDay, we honor the consumer protection laws and organizations that fight for our rights every day.",127,2,5.736842105,19,19,4,100,0,16,4,18,1,4,20.38736842,16.43157895,14.05894737,0.9424,13.0238668,1.421052632,6,68.06618421,0
10. Celebrate #NationalConsumersDay by being a mindful consumer. Purchase wisely and make sure your choices benefit not only you but also the planet.,149,3,5.52173913,23,23,5,116,0,19,4,22,2,4,18.43130435,18.71884058,11.89202899,1.1408,14.55459255,1.260869565,6,66.63594203,0
11. #NationalConsumersDay is a day to remember that every purchase we make has an impact. Let's make it a positive one.,119,3,4.714285714,21,19,4,88,0,19,5,20,2,5,13.29142857,12.32380952,7.638571429,1.0416,11.20814326,1.19047619,5,74.84428571,0
"12. Let's use our power as consumers to demand better products, better services, and a better world. Happy #NationalConsumersDay!",129,3,5.842105263,19,17,5,97,0,16,7,18,2,7,19.44842105,8.849122807,12.72350877,0.9424,13.0238668,0.947368421,6,66.8277193,0
13. Happy #NationalConsumersDay! Let's celebrate by sharing our most memorable consumer victories.,98,3,7.25,12,12,5,75,0,9,5,11,2,5,24.82,18.26666667,18.8575,0.5952,14.55459255,1.5,12,19.475,0
"14. This #NationalConsumersDay, let's commit to supporting businesses that respect consumer rights.",99,2,7.333333333,12,12,4,77,0,10,5,11,2,5,27.77666667,15.73333333,19.25,0.5952,11.20814326,1.166666667,9,38.595,0
"15. Don't forget, a well-informed consumer is a protected consumer. Stay informed, stay protected. #NationalConsumersDay",120,3,7.066666667,15,14,5,91,0,13,8,14,2,8,25.32,20.66666667,16.241,0.744,13.0238668,1.466666667,10,32.56,0
16. #NationalConsumersDay is a great reminder to always do our research before making a purchase.,97,2,5.533333333,15,14,3,75,0,13,3,14,2,3,18.27733333,19,11.836,0.744,11.20814326,1.533333333,6,63.8625,0
17. Happy #NationalConsumersDay! Let's take a moment to appreciate all the consumer advocates out there fighting for our rights.,128,3,5.789473684,19,19,5,98,0,16,5,18,2,5,19.13894737,10.95438596,14.30684211,0.9424,13.0238668,1.052631579,5,71.28035088,0
"18. On this #NationalConsumersDay, let's recognize the importance of fair trade and ethical consumption.",104,2,6.5,14,14,4,80,0,12,5,13,2,5,23.65142857,17.08571429,16.04928571,0.6944,11.20814326,1.285714286,5,72.83,0
"19. Today, let's pledge to be more mindful consumers, considering not just price and quality, but also the ethical practices of companies. #NationalConsumersDay",160,2,6,23,23,4,125,0,21,7,22,2,7,22.53043478,18.51304348,14.34942029,1.1408,17.1224134,1.217391304,8,55.38858696,0
20. #NationalConsumersDay is a day to remember that our choices as consumers can drive change in the world.,107,2,5,18,18,3,82,0,16,3,17,2,3,15.86444444,12.48888889,10.28333333,0.8928,11.20814326,1.333333333,3,89.6,0
"21. Let's use our consumer power to demand transparency, fairness, and respect. Happy #NationalConsumersDay!",108,3,6.785714286,14,14,5,81,0,11,7,13,2,7,23.21714286,13.2952381,15.89190476,0.6944,11.20814326,1.428571429,7,51.02690476,0
22. Celebrate #NationalConsumersDay by researching before you buy. Knowledge is power!,86,3,6.909090909,11,11,5,65,0,7,4,10,2,4,22.09818182,23.28484848,15.51424242,0.5456,11.20814326,2,9,33.91333333,0
"1. Happy International Day of Human Space Flight, everyone! ?? A day to celebrate our journey beyond the skies. #HumanSpaceFlightDay",132,5,5.65,20,20,11,94,1,10,7,19,1,7,15.608,13.6,12.04733333,0.992,13.0238668,1.5,4,71.645,0
"2. On this day, Yuri Gagarin became the first man to venture into space. Let's take a moment to appreciate this incredible feat! #YuriGagarin #HumanSpaceFlightDay",162,3,5.52,25,23,10,120,0,19,7,24,1,7,18.7504,16.13333333,12.50386667,1.24,15.90318901,1.08,7,63.01666667,0
"3. The first woman in space, Valentina Tereshkova, broke barriers and continues to inspire us. #WomenInSpace #HumanSpaceFlightDay",129,2,6.647058824,17,17,10,96,0,11,6,16,1,6,25.33647059,19.87058824,16.03568627,0.8432,15.90318901,1.411764706,10,38.96044118,0
"4. What's your favorite memory of human space flight? For me, it's the iconic ""one small step"" by Neil Armstrong. #MoonLanding #HumanSpaceFlightDay",147,3,5.727272727,22,22,10,105,0,17,10,21,1,10,19.45272727,13.84242424,12.85166667,1.0912,13.0238668,1.045454545,4,76.33712121,0
5. Today we honor all the astronauts who risked their lives for the progress of human space exploration. #HumanSpaceFlightDay,125,2,5.631578947,19,18,5,98,0,16,3,18,1,3,19.76842105,12.22105263,11.73192982,0.9424,13.0238668,0.789473684,4,81.42407895,0
6. It's incredible how far we've come since the first human space flight. We've even landed rovers on Mars! #MarsRover #HumanSpaceFlightDay,139,3,5.666666667,21,21,9,101,0,18,8,20,1,8,18.89142857,8.514285714,12.34857143,1.0416,11.20814326,0.476190476,4,78.87285714,0
"7. Looking up at the night sky, we're reminded of the vastness of space and our place within it. #HumanSpaceFlightDay",117,2,4.9,20,18,5,87,0,18,5,19,1,5,15.638,10,8.514833333,0.992,8.841846275,0.9,2,95.165,0
8. The International Space Station ?a testament to what humanity can achieve when we work together. #ISS #HumanSpaceFlightDay,125,3,6,18,18,11,91,1,11,5,17,1,5,20.1,17.95555556,13.23166667,0.8928,11.20814326,1.222222222,3,83.245,0
9. Can you imagine what it feels like to look at Earth from space? Astronauts call it the "overview effect". #HumanSpaceFlightDay,129,3,5.19047619,21,20,7,95,0,16,6,20,1,6,16.09142857,12.32380952,10.10571429,1.0416,13.0238668,0.904761905,5,70.81571429,0
"10. Here's to the scientists, engineers, and astronauts who make space exploration possible. #HumanSpaceFlightDay",113,2,7.142857143,14,14,5,87,0,12,6,13,2,6,27.43142857,19.94285714,17.57404762,0.6944,14.55459255,1.5,9,42.61571429,0
11. Who's your favorite astronaut and why? Share your space heroes with us! #HumanSpaceFlightDay,96,3,5.928571429,14,13,6,70,0,11,5,13,2,5,18.17714286,19.00952381,13.69428571,0.6944,13.0238668,1.428571429,7,51.02690476,0
"12. Space exploration is not just about reaching new worlds, it's about understanding our own. #EarthObservation #HumanSpaceFlightDay",133,2,6.882352941,17,16,7,102,0,14,6,16,2,6,26.72,19.87058824,17.14392157,0.8432,11.20814326,1.470588235,6,63.84279412,0
13. Let's dream about the day when space travel becomes as common as air travel. #SpaceTourism #HumanSpaceFlightDay,115,2,5.823529412,17,16,7,85,0,14,5,16,2,5,20.49411765,12.81176471,12.15686275,0.8432,13.0238668,1.235294118,8,53.88985294,0
14. Can't wait for the day when we can tweet "Good morning" from Mars! #HumanSpaceFlightDay,91,2,5.133333333,15,15,7,62,0,11,6,14,2,6,15.92533333,5.666666667,10.266,0.744,8.841846275,0.466666667,1,103.3425,0
"15. Space exploration has brought us countless technologies we use daily. Thank you, space science! #HumanSpaceFlightDay",120,3,6.5625,16,16,6,92,0,12,5,15,2,5,22.75,19.63333333,15.38416667,0.7936,11.20814326,1.5,6,63.94666667,0
"16. The future of space exploration is exciting. Who knows, we might discover alien life! #SearchForLife #HumanSpaceFlightDay",125,3,6.411764706,17,17,9,92,0,12,6,16,2,6,22.21176471,18.7372549,14.92745098,0.8432,11.20814326,1.352941176,4,76.67156863,0
"17. Today, we also remember those who lost their lives in the quest for space exploration. #Challenger #Columbia #HumanSpaceFlightDay",133,2,6.052631579,19,19,7,100,0,14,6,18,2,6,22.24421053,16.43157895,13.71508772,0.9424,13.0238668,1.052631579,5,76.97144737,0
"18. The Hubble Space Telescope, our window into the cosmos, wouldn't be possible without human space flight. #Hubble #HumanSpaceFlightDay",137,2,6.263157895,19,19,9,101,0,13,7,18,2,7,23.48210526,12.22105263,14.70666667,0.9424,13.0238668,0.842105263,7,59.16092105,0
19. Human space flight has redefined our understanding of the universe and our place in it. #CosmicPerspective #HumanSpaceFlightDay,131,2,6.333333333,18,17,7,101,0,14,4,17,2,4,23.70444444,14.71111111,14.80166667,0.8928,13.0238668,1.444444444,6,66.1,0
"20. It's not just about reaching the stars, but also about uniting humanity in the pursuit of knowledge. #HumanSpaceFlightDay",125,2,5.631578947,19,17,5,95,0,17,5,18,2,5,19.76842105,20.64210526,11.73192982,0.9424,11.20814326,1.473684211,4,81.42407895,0
"22. Every time we launch a mission, we push the boundaries of what's possible. Here's to more such ventures! #HumanSpaceFlightDay",129,3,5.5,20,19,6,95,0,18,7,19,2,7,17.686,14.66666667,11.34083333,0.992,14.55459255,0.9,4,77.39833333,0
"23. It's not just about astronauts - it's about the countless engineers, scientists & support staff behind each mission. #HumanSpaceFlightDay",141,2,6.1,20,19,5,107,0,17,8,19,2,8,22.694,20,14.16683333,0.992,13.0238668,1.25,5,74.015,0
"24. The Earth from space - a beautiful blue marble. Let's strive to protect it, as we explore beyond. #EarthDay #HumanSpaceFlightDay",132,3,5.333333333,21,21,9,93,0,15,8,20,2,8,16.93142857,12.32380952,9.455,1.0416,11.20814326,0.857142857,1,99.01571429,0
25. Space has no borders. Here's to international cooperation for future space exploration. #SpaceUnity #HumanSpaceFlightDay,124,3,7.333333333,15,15,8,94,0,11,6,14,2,6,26.888,18,17.497,0.744,13.0238668,1.266666667,7,55.12,0
"26. As we celebrate #HumanSpaceFlightDay, let's remember: the sky is not the limit, it's just the beginning!",108,2,5.411764706,17,15,5,77,0,16,8,16,2,8,18.07294118,12.81176471,12.18823529,0.8432,13.0238668,0.941176471,3,88.72514706,0
27. Space exploration gives us the chance to answer fundamental questions: Are we alone? How did it all begin? #HumanSpaceFlightDay,131,3,5.6,20,20,7,98,0,15,5,19,2,5,18.274,12.66666667,13.9495,0.992,11.20814326,0.9,2,90.08833333,0
28. The wonder and awe of space inspire us to dream bigger and strive harder. Here's to the dreamers! #HumanSpaceFlightDay,122,3,5.15,20,18,6,90,0,17,5,19,2,5,15.628,8.666666667,9.692333333,0.992,8.841846275,0.9,1,98.54833333,0
29. Did you know? There are currently 7 people living in space aboard the International Space Station! #ISS #HumanSpaceFlightDay,128,3,5.789473684,19,19,12,90,1,10,5,18,3,5,19.13894737,17.27017544,14.55473684,0.9424,8.841846275,1.368421053,2,89.09087719,0
30. Let's inspire the next generation to reach for the stars. The future of space exploration is in their hands. #HumanSpaceFlightDay,133,3,5.380952381,21,20,6,100,0,18,5,20,2,5,17.21142857,12.32380952,9.679285714,1.0416,11.20814326,1,0,107.0728571,0
"31. As we wrap up #HumanSpaceFlightDay, let's promise to keep the spirit of exploration alive. To infinity and beyond!",118,3,5.263157895,19,19,6,86,0,16,6,18,2,6,16.04421053,15.16491228,9.996666667,0.9424,11.20814326,1.157894737,2,89.09087719,0
"Courage is not the absence of fear, but the presence of action. It? knowing that you?e afraid, but doing it anyway. #courage",124,4,4.681818182,22,19,2,94,0,21,7,21,0,7,11.96,16.74545455,7.927575758,1.0912,8.841846275,1.409090909,0,105.1161364,0
